,Match Up_x,Game Date_x,Season_x,W/L_x,MIN_x,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Match Up_y,Game Date_y,Season_y,W/L_y,MIN_y,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
595,POR vs. DET,04/10/2021,,W,48,118,43,90,47.8,13,29,44.8,19,24,79.2,14,35,49,18,16,5,8,20,15,LAL @ BKN,04/10/2021,,W,48,124.8,98.1,26.7,63.8,2.00,20.5,30.6,73.5,52.0,14.9,60.8,61.9,102.00,59.6
596,PHX vs. WAS,04/10/2021,,W,48,134,55,107,51.4,17,43,39.5,7,7,100,5,40,45,36,3,8,3,18,28,SAC @ UTA,04/10/2021,,L,48,109.8,124.3,-14.5,54.8,2.30,17.6,14.3,72.0,43.4,9.8,55.7,57.3,102.50,42.5
597,GSW vs. HOU,04/10/2021,,W,48,125,49,91,53.8,14,35,40.0,13,16,81.3,9,36,45,31,16,13,5,19,16,GSW vs. HOU,04/10/2021,,W,48,121.4,104.8,16.6,63.3,1.94,21.2,27.3,70.6,50.5,15.5,61.5,63.7,103.50,58.4
598,TOR @ CLE,04/10/2021,,W,48,135,53,86,61.6,17,32,53.1,12,14,85.7,5,34,39,29,19,12,11,18,20,UTA vs. SAC,04/10/2021,,W,48,124.3,109.8,14.5,55.0,2.20,15.9,28.0,85.7,56.6,9.7,55.7,61.9,102.50,57.5
599,OKC vs. PHI,04/10/2021,,L,48,93,38,76,50.0,8,20,40.0,9,19,47.4,6,39,45,21,23,3,4,21,-24,TOR @ CLE,04/10/2021,,W,48,128.6,112.7,15.8,54.7,1.53,20.6,24.2,76.6,55.0,18.1,71.5,73.2,103.50,58.6
600,CLE vs. TOR,04/10/2021,,L,48,115,39,86,45.3,15,35,42.9,22,26,84.6,7,25,32,27,17,11,5,13,-20,POR vs. DET,04/10/2021,,W,48,120.4,104.0,16.4,41.9,1.13,13.3,39.2,77.1,57.6,16.3,55.0,58.7,98.50,54.0
601,HOU @ GSW,04/10/2021,,L,48,109,41,88,46.6,13,37,35.1,14,20,70.0,13,32,45,25,18,8,3,17,-16,HOU @ GSW,04/10/2021,,L,48,104.8,121.4,-16.6,61.0,1.39,17.4,29.4,72.7,49.5,17.3,54.0,56.3,103.50,41.6
602,PHI @ OKC,04/10/2021,,W,48,117,44,94,46.8,12,38,31.6,17,25,68.0,13,34,47,24,10,11,10,17,24,BKN vs. LAL,04/10/2021,,L,48,98.1,124.8,-26.7,54.3,1.00,14.2,26.5,69.4,48.0,18.4,46.9,54.2,102.00,40.4
603,DET @ POR,04/10/2021,,L,48,103,37,83,44.6,9,26,34.6,20,28,71.4,9,29,38,25,12,9,6,23,-15,DET @ POR,04/10/2021,,L,48,104.0,120.4,-16.4,67.6,2.08,18.7,22.9,60.8,42.4,12.1,50.0,54.0,98.50,46.0
604,BKN vs. LAL,04/10/2021,,L,48,101,35,80,43.8,5,27,18.5,26,30,86.7,9,33,42,19,19,6,10,20,-25,PHI @ OKC,04/10/2021,,W,48,115.8,93.0,22.8,54.5,2.40,16.9,30.4,81.0,52.0,9.9,53.2,55.7,100.50,62.0
605,LAL @ BKN,04/10/2021,,W,48,126,47,93,50.5,19,34,55.9,13,20,65.0,12,35,47,30,15,12,4,24,25,PHX vs. WAS,04/10/2021,,W,48,125.2,100.0,25.2,65.5,12.00,23.7,17.3,85.1,49.5,2.8,59.3,60.9,106.50,60.1
606,PHI @ NOP,04/09/2021,,L,48,94,33,79,41.8,11,31,35.5,17,24,70.8,4,43,47,20,19,8,5,23,-7,GSW vs. WAS,04/09/2021,,L,48,102.9,107.8,-5.0,65.9,2.08,19.0,22.4,71.4,46.9,12.5,52.8,55.0,103.00,49.4
607,MIL vs. CHA,04/09/2021,,L,48,119,44,98,44.9,14,38,36.8,17,23,73.9,13,35,48,23,17,10,3,14,-8,MEM @ NYK,04/09/2021,,L,53,116.2,122.0,-5.8,70.2,2.36,20.8,27.8,69.2,48.1,12.6,57.4,59.2,99.62,48.4
608,HOU @ LAC,04/09/2021,,L,48,109,39,83,47.0,12,37,32.4,19,27,70.4,12,29,41,28,14,3,6,15,-17,SAS @ DEN,04/09/2021,,L,48,120.2,122.2,-2.0,76.7,3.67,22.8,27.8,73.7,46.7,9.1,51.1,56.5,99.00,47.4
609,CHA @ MIL,04/09/2021,,W,48,127,44,91,48.4,19,50,38.0,20,22,90.9,13,36,49,35,20,4,10,19,8,NYK vs. MEM,04/09/2021,,W,53,122.0,116.2,5.8,53.3,1.71,16.1,30.8,72.2,51.9,12.8,54.2,60.2,99.62,51.6
610,GSW vs. WAS,04/09/2021,,L,48,107,41,88,46.6,11,36,30.6,14,21,66.7,8,33,41,27,13,15,3,20,-3,LAC vs. HOU,04/09/2021,,W,48,129.9,114.7,15.2,64.6,3.10,22.5,23.8,72.9,50.0,10.3,65.3,67.2,96.00,57.1
611,WAS @ GSW,04/09/2021,,W,48,110,43,89,48.3,5,19,26.3,19,24,79.2,11,36,47,30,18,6,1,16,3,DEN vs. SAS,04/09/2021,,W,48,122.2,120.2,2.0,74.4,1.78,22.7,26.3,72.2,53.3,18.2,63.3,67.9,99.00,52.6
612,ATL vs. CHI,04/09/2021,,W,48,120,47,84,56.0,7,27,25.9,19,23,82.6,6,35,41,25,9,7,4,14,12,WAS @ GSW,04/09/2021,,W,48,107.8,102.9,5.0,69.8,1.67,20.5,28.6,77.6,53.1,17.6,51.1,55.2,103.00,50.6
613,ORL vs. IND,04/09/2021,,L,48,106,38,90,42.2,6,24,25.0,24,31,77.4,12,38,50,23,15,3,8,22,-5,ATL vs. CHI,04/09/2021,,W,48,121.2,109.1,12.1,53.2,2.78,19.1,18.4,80.0,51.8,9.1,60.1,63.7,99.00,56.8
614,CHI @ ATL,04/09/2021,,L,48,108,41,86,47.7,13,33,39.4,13,14,92.9,8,30,38,25,13,6,1,17,-12,PHI @ NOP,04/09/2021,,L,48,88.7,94.4,-5.7,60.6,1.05,15.3,9.8,77.6,45.9,17.9,48.7,52.5,106.50,43.8
615,NOP vs. PHI,04/09/2021,,W,48,101,39,90,43.3,4,22,18.2,19,30,63.3,10,46,56,22,14,11,7,17,7,CHA @ MIL,04/09/2021,,W,48,117.6,108.2,9.4,79.5,1.75,22.4,27.1,67.9,49.0,18.5,58.8,63.1,109.00,54.7
616,SAS @ DEN,04/09/2021,,L,48,119,43,93,46.2,9,27,33.3,24,28,85.7,11,27,38,33,9,10,2,21,-2,CHI @ ATL,04/09/2021,,L,48,109.1,121.2,-12.1,61.0,1.92,18.9,20.0,81.6,48.2,13.1,55.2,58.6,99.00,43.2
617,NYK vs. MEM,04/09/2021,,W,53,133,45,96,46.9,14,32,43.8,29,33,87.9,11,37,48,24,14,7,7,25,4,BOS vs. MIN,04/09/2021,,W,53,128.3,120.4,8.0,68.1,1.52,20.5,27.5,72.5,52.7,18.6,64.9,71.1,102.34,54.1
618,IND @ ORL,04/09/2021,,W,48,111,38,92,41.3,11,33,33.3,24,28,85.7,11,38,49,26,14,8,10,24,5,MIL vs. CHA,04/09/2021,,L,48,108.2,117.6,-9.4,52.3,1.35,15.4,32.1,72.9,51.0,15.5,52.0,55.0,109.00,45.3
619,LAC vs. HOU,04/09/2021,,W,48,126,48,88,54.5,19,37,51.4,11,13,84.6,4,34,38,31,10,10,4,24,17,HOU @ LAC,04/09/2021,,L,48,114.7,129.9,-15.2,71.8,2.00,20.6,27.1,76.2,50.0,14.7,54.2,57.4,96.00,42.9
620,DEN vs. SAS,04/09/2021,,W,48,121,43,79,54.4,14,27,51.9,21,23,91.3,9,37,46,32,18,5,4,22,2,IND @ ORL,04/09/2021,,W,48,105.7,101.9,3.8,68.4,1.86,17.9,25.9,72.7,49.5,13.3,47.3,53.2,104.50,53.7
621,BOS vs. MIN,04/09/2021,,W,53,145,47,87,54.0,19,42,45.2,32,34,94.1,9,36,45,32,21,9,5,25,9,ORL vs. IND,04/09/2021,,L,48,101.9,105.7,-3.8,60.5,1.53,16.2,27.3,74.1,50.5,14.4,45.6,51.1,104.50,46.3
622,MEM @ NYK,04/09/2021,,L,53,129,47,94,50.0,14,30,46.7,21,34,61.8,10,33,43,33,14,7,6,27,-4,NOP vs. PHI,04/09/2021,,W,48,94.4,88.7,5.7,56.4,1.57,15.5,22.4,90.2,54.1,13.1,45.6,48.9,106.50,56.2
623,MIN @ BOS,04/09/2021,,L,53,136,47,96,49.0,15,42,35.7,27,30,90.0,9,28,37,30,15,14,0,26,-9,MIN @ BOS,04/09/2021,,L,53,120.4,128.3,-8.0,63.8,2.00,19.1,27.5,72.5,47.3,13.3,56.8,62.3,102.34,45.9
624,CHI @ TOR,04/08/2021,,W,48,122,47,87,54.0,12,30,40.0,16,18,88.9,12,37,49,35,16,5,3,16,9,SAC vs. DET,04/08/2021,,L,48,99.0,111.9,-12.9,52.6,1.67,15.2,20.0,81.0,47.8,11.8,48.3,51.8,101.50,43.2
625,DET @ SAC,04/08/2021,,W,48,113,44,84,52.4,8,23,34.8,17,20,85.0,7,36,43,24,16,7,4,24,12,POR @ UTA,04/08/2021,,L,48,105.1,123.2,-18.1,47.4,3.00,14.2,18.6,67.3,41.4,6.1,46.4,49.6,98.50,37.7
626,SAC vs. DET,04/08/2021,,L,48,101,38,86,44.2,7,30,23.3,18,26,69.2,6,32,38,20,12,9,4,21,-12,MIL @ DAL,04/08/2021,,L,48,101.0,116.0,-15.0,42.1,1.78,12.1,27.4,69.6,47.5,9.0,44.0,47.2,100.00,40.5
627,OKC vs. CLE,04/08/2021,,L,48,102,40,89,44.9,13,32,40.6,9,13,69.2,11,33,44,28,18,5,5,20,-27,PHX @ LAC,04/08/2021,,L,48,114.4,125.6,-11.1,55.6,1.33,16.7,27.0,72.1,51.3,16.7,54.9,61.2,90.00,47.8
628,MIA vs. LAL,04/08/2021,,W,48,110,34,71,47.9,10,25,40.0,32,40,80.0,9,29,38,22,21,12,8,25,6,LAL @ MIA,04/08/2021,,L,48,105.1,111.1,-6.1,74.3,1.18,18.6,33.3,73.8,52.9,22.2,51.9,57.8,99.00,47.7
629,LAL @ MIA,04/08/2021,,L,48,104,35,79,44.3,12,35,34.3,22,25,88.0,10,30,40,26,22,9,3,24,-6,OKC vs. CLE,04/08/2021,,L,48,100.0,125.2,-25.2,70.0,1.56,19.7,23.1,74.5,47.5,17.6,52.2,53.8,102.50,37.1
630,TOR vs. CHI,04/08/2021,,L,48,113,42,97,43.3,11,34,32.4,18,22,81.8,15,26,41,19,10,10,4,20,-9,MIA vs. LAL,04/08/2021,,W,48,111.1,105.1,6.1,64.7,1.05,16.7,26.2,66.7,47.1,21.2,54.9,62.1,99.00,52.3
631,MIL @ DAL,04/08/2021,,L,48,101,38,100,38.0,12,33,36.4,13,16,81.3,14,38,52,16,9,8,1,20,-15,TOR vs. CHI,04/08/2021,,L,48,115.3,123.2,-7.9,45.2,1.90,14.1,31.6,65.9,45.9,10.2,49.0,53.0,98.50,40.0
632,LAC vs. PHX,04/08/2021,,W,48,113,42,84,50.0,18,37,48.6,11,12,91.7,9,26,35,26,11,5,1,22,10,CLE @ OKC,04/08/2021,,W,48,125.2,100.0,25.2,72.9,5.00,23.5,25.5,76.9,52.5,6.8,58.0,61.7,102.50,62.9
633,UTA vs. POR,04/08/2021,,W,48,122,43,95,45.3,12,42,28.6,24,27,88.9,14,44,58,21,7,4,3,15,19,DET @ SAC,04/08/2021,,W,48,111.9,99.0,12.9,54.5,1.50,18.0,19.0,80.0,52.2,15.8,57.1,60.9,101.50,56.8
634,DAL vs. MIL,04/08/2021,,W,48,116,43,97,44.3,17,45,37.8,13,18,72.2,15,41,56,23,11,6,8,15,15,DAL vs. MIL,04/08/2021,,W,48,116.0,101.0,15.0,53.5,2.09,16.4,30.4,72.6,52.5,11.0,53.1,55.3,100.00,59.5
635,CLE @ OKC,04/08/2021,,W,48,129,48,94,51.1,13,37,35.1,20,24,83.3,9,35,44,35,7,8,3,12,27,LAC vs. PHX,04/08/2021,,W,48,125.6,114.4,11.1,61.9,2.36,20.3,27.9,73.0,48.8,12.2,60.7,63.3,90.00,52.2
636,PHX @ LAC,04/08/2021,,L,48,103,36,71,50.7,6,24,25.0,25,30,83.3,9,27,36,20,15,6,6,18,-10,UTA vs. POR,04/08/2021,,W,48,123.2,105.1,18.1,48.8,3.00,15.4,32.7,81.4,58.6,7.1,51.6,57.1,98.50,62.3
637,POR @ UTA,04/08/2021,,L,48,103,38,96,39.6,13,48,27.1,14,18,77.8,9,32,41,18,6,3,5,21,-19,CHI @ TOR,04/08/2021,,W,48,123.2,115.3,7.9,74.5,2.19,23.6,34.1,68.4,54.1,16.2,60.9,64.3,98.50,60.0
638,PHX vs. UTA,04/07/2021,,W,53,117,45,101,44.6,11,34,32.4,16,20,80.0,16,45,61,20,14,7,5,21,4,MEM @ ATL,04/07/2021,,W,48,129.7,111.9,17.8,62.5,2.14,21.1,25.0,76.8,54.0,13.9,63.5,66.7,101.00,59.2
639,BKN vs. NOP,04/07/2021,,W,48,139,51,92,55.4,19,41,46.3,18,22,81.8,10,35,45,37,17,10,8,31,28,ORL vs. WAS,04/07/2021,,L,48,119.6,133.7,-14.1,50.0,2.00,16.3,30.8,81.6,52.2,11.3,53.8,56.2,97.50,41.9
640,DAL @ HOU,04/07/2021,,L,48,93,33,87,37.9,10,39,25.6,17,22,77.3,11,35,46,16,9,4,5,15,-9,NOP @ BKN,04/07/2021,,L,48,107.8,133.7,-25.9,60.5,1.53,15.9,32.8,62.8,45.5,14.6,46.1,52.3,103.50,38.4
641,NOP @ BKN,04/07/2021,,L,48,111,38,89,42.7,6,27,22.2,29,39,74.4,17,23,40,23,15,9,2,14,-28,BKN vs. NOP,04/07/2021,,W,48,133.7,107.8,25.9,72.5,2.18,23.7,37.2,67.2,54.5,16.3,65.8,68.4,103.50,61.6
642,IND vs. MIN,04/07/2021,,W,48,141,55,93,59.1,14,28,50.0,17,19,89.5,7,28,35,32,13,6,7,28,4,ATL vs. MEM,04/07/2021,,L,48,111.9,129.7,-17.8,57.8,3.71,18.6,23.2,75.0,46.0,6.9,49.5,52.5,101.00,40.8
643,ORL vs. WAS,04/07/2021,,L,48,116,44,93,47.3,12,31,38.7,16,23,69.6,11,28,39,22,11,11,3,16,-15,WAS @ ORL,04/07/2021,,W,48,133.7,119.6,14.1,71.4,2.69,25.0,18.4,69.2,47.8,13.3,68.8,71.2,97.50,58.1
644,HOU vs. DAL,04/07/2021,,W,48,102,38,88,43.2,17,44,38.6,9,16,56.3,10,39,49,21,11,7,5,18,9,MIN @ IND,04/07/2021,,L,48,128.0,133.0,-5.0,62.5,2.31,19.5,37.8,76.9,56.0,12.1,58.2,63.1,106.50,49.1
645,WAS @ ORL,04/07/2021,,W,48,131,49,85,57.6,19,36,52.8,14,16,87.5,5,32,37,35,13,7,3,18,15,NYK @ BOS,04/07/2021,,L,48,103.1,104.1,-1.0,62.9,1.57,17.1,21.6,63.6,43.4,14.6,51.2,54.4,96.50,47.6
646,UTA @ PHX,04/07/2021,,L,53,113,46,103,44.7,11,44,25.0,10,15,66.7,7,38,45,14,13,6,4,23,-4,HOU vs. DAL,04/07/2021,,W,48,109.7,101.1,8.6,55.3,1.91,16.4,27.8,75.4,52.3,11.8,52.8,53.7,92.50,55.4
647,DEN vs. SAS,04/07/2021,,W,48,106,40,91,44.0,8,26,30.8,18,24,75.0,12,41,53,26,19,10,6,18,10,DAL @ HOU,04/07/2021,,L,48,101.1,109.7,-8.6,48.5,1.78,13.2,24.6,72.2,47.7,9.8,43.7,48.1,92.50,44.6
648,ATL vs. MEM,04/07/2021,,L,48,113,45,101,44.6,10,28,35.7,13,15,86.7,11,31,42,26,7,5,3,19,-18,UTA @ PHX,04/07/2021,,L,53,103.7,106.4,-2.7,30.4,1.08,10.4,20.0,68.4,43.6,11.9,50.0,51.6,99.17,42.9
649,SAS @ DEN,04/07/2021,,L,48,96,38,91,41.8,6,24,25.0,14,21,66.7,11,31,42,23,15,11,4,19,-10,CHA @ OKC,04/07/2021,,W,48,110.8,100.0,10.8,62.8,2.25,18.8,27.3,72.0,48.6,11.8,52.1,55.0,102.00,54.0
650,NYK @ BOS,04/07/2021,,L,48,99,35,84,41.7,16,33,48.5,13,16,81.3,5,34,39,22,14,7,4,21,-2,PHX vs. UTA,04/07/2021,,W,53,106.4,103.7,2.7,44.4,1.43,13.6,31.6,80.0,56.4,12.7,50.0,53.3,99.17,57.1
651,CHA @ OKC,04/07/2021,,W,48,113,43,97,44.3,15,44,34.1,12,13,92.3,11,31,42,27,12,12,5,16,11,IND vs. MIN,04/07/2021,,W,48,133.0,128.0,5.0,58.2,2.46,21.8,23.1,62.2,44.0,12.3,66.7,69.6,106.50,50.9
652,MIN @ IND,04/07/2021,,L,48,137,48,91,52.7,10,28,35.7,31,40,77.5,13,29,42,30,13,7,2,17,-4,BOS vs. NYK,04/07/2021,,W,48,104.1,103.1,1.0,61.1,1.10,15.8,36.4,78.4,56.6,20.6,50.6,53.3,96.50,52.4
653,BOS vs. NYK,04/07/2021,,W,48,101,36,86,41.9,15,40,37.5,14,20,70.0,16,37,53,22,20,6,7,14,2,DEN vs. SAS,04/07/2021,,W,48,102.9,95.0,7.9,65.0,1.37,17.6,36.4,75.0,55.9,18.4,48.4,52.2,102.00,56.8
654,MEM @ ATL,04/07/2021,,W,48,131,48,89,53.9,17,40,42.5,18,21,85.7,11,43,54,30,14,5,5,17,18,SAS @ DEN,04/07/2021,,L,48,95.0,102.9,-7.9,60.5,1.53,16.7,25.0,63.6,44.1,14.9,45.1,47.9,102.00,43.2
655,OKC vs. CHA,04/07/2021,,L,48,102,37,85,43.5,16,41,39.0,12,17,70.6,11,35,46,29,22,4,5,11,-11,OKC vs. CHA,04/07/2021,,L,48,100.0,110.8,-10.8,78.4,1.32,20.0,28.0,72.7,51.4,21.6,52.9,55.1,102.00,46.0
656,MIL @ GSW,04/06/2021,,L,48,121,44,86,51.2,14,32,43.8,19,22,86.4,6,34,40,25,14,7,2,13,-1,DET @ DEN,04/06/2021,,L,48,124.0,139.6,-15.6,61.4,2.08,20.8,18.4,60.5,39.5,13.5,63.6,66.3,96.00,43.1
657,CHI @ IND,04/06/2021,,W,48,113,44,94,46.8,14,33,42.4,11,14,78.6,14,43,57,28,21,9,5,12,16,MIL @ GSW,04/06/2021,,L,48,119.8,120.8,-1.0,56.8,1.79,18.4,23.3,70.6,48.9,13.9,59.3,63.2,101.00,51.2
658,LAC vs. POR,04/06/2021,,W,48,133,46,89,51.7,16,41,39.0,25,30,83.3,8,40,48,24,8,5,5,24,17,MIA vs. MEM,04/06/2021,,L,48,116.7,130.5,-13.9,77.3,2.43,24.3,23.3,73.2,47.6,14.6,61.6,62.3,95.50,46.0
659,IND vs. CHI,04/06/2021,,L,48,97,38,88,43.2,9,30,30.0,12,16,75.0,6,27,33,20,15,15,12,17,-16,MEM @ MIA,04/06/2021,,W,48,130.5,116.7,13.9,65.2,2.14,22.1,26.8,76.7,52.4,14.7,64.9,66.8,95.50,54.0
660,MEM @ MIA,04/06/2021,,W,48,124,46,84,54.8,17,41,41.5,15,20,75.0,9,33,42,30,14,11,2,13,12,LAC vs. POR,04/06/2021,,W,48,131.7,113.7,18.0,52.2,3.00,17.8,22.2,70.7,49.5,7.9,60.7,65.1,101.50,58.4
661,DEN vs. DET,04/06/2021,,W,48,134,56,94,59.6,14,31,45.2,8,9,88.9,13,31,44,36,11,7,5,20,15,PHI @ BOS,04/06/2021,,W,48,112.8,102.1,10.6,47.1,1.23,13.0,30.2,78.9,53.1,13.8,52.7,58.8,94.00,55.1
662,GSW vs. MIL,04/06/2021,,W,48,122,46,96,47.9,15,40,37.5,15,17,88.2,12,30,42,28,11,6,5,18,1,TOR vs. LAL,04/06/2021,,L,48,102.0,110.0,-8.0,47.2,1.42,12.7,31.0,67.4,46.5,12.1,42.3,48.5,99.50,42.9
663,MIA vs. MEM,04/06/2021,,L,48,112,44,82,53.7,13,33,39.4,11,18,61.1,7,28,35,34,14,9,4,16,-12,IND vs. CHI,04/06/2021,,L,48,95.1,110.8,-15.7,52.6,1.33,15.3,17.3,58.0,37.3,14.7,48.3,51.0,102.00,41.3
664,LAL @ TOR,04/06/2021,,W,48,110,39,79,49.4,18,40,45.0,14,22,63.6,11,38,49,29,22,8,7,24,9,CHI @ IND,04/06/2021,,W,48,110.8,95.1,15.7,63.6,1.33,18.8,42.0,82.7,62.7,20.6,54.3,56.4,102.00,58.7
665,BOS vs. PHI,04/06/2021,,L,48,96,33,70,47.1,14,34,41.2,16,18,88.9,3,29,32,19,22,5,6,22,-10,NOP @ ATL,04/06/2021,,L,48,107.0,123.0,-16.0,64.9,1.71,16.7,37.5,77.1,55.8,14.0,47.3,51.8,100.00,45.9
666,TOR vs. LAL,04/06/2021,,L,48,101,36,91,39.6,5,33,15.2,24,30,80.0,15,27,42,17,12,13,3,19,-9,ATL vs. NOP,04/06/2021,,W,48,123.0,107.0,16.0,54.5,2.18,17.8,22.9,62.5,44.2,11.0,61.4,63.0,100.00,54.1
667,DET @ DEN,04/06/2021,,L,48,119,44,81,54.3,15,35,42.9,16,20,80.0,7,23,30,27,13,4,2,12,-15,DEN vs. DET,04/06/2021,,W,48,139.6,124.0,15.6,64.3,3.27,24.7,39.5,81.6,60.5,11.5,67.0,68.4,96.00,56.9
668,POR @ LAC,04/06/2021,,L,48,116,37,92,40.2,11,36,30.6,31,37,83.8,14,34,48,18,7,4,5,22,-17,BOS vs. PHI,04/06/2021,,L,48,102.1,112.8,-10.6,57.6,0.86,15.7,21.1,69.8,46.9,23.4,57.1,61.6,94.00,44.9
669,PHI @ BOS,04/06/2021,,W,48,106,34,73,46.6,9,24,37.5,29,39,74.4,9,29,38,16,13,11,4,20,10,POR @ LAC,04/06/2021,,L,48,113.7,131.7,-18.0,48.6,2.57,13.1,29.3,77.8,50.5,6.9,46.2,53.6,101.50,41.6
670,NOP @ ATL,04/06/2021,,L,48,107,37,91,40.7,12,38,31.6,21,28,75.0,16,33,49,24,14,7,7,15,-16,LAL @ TOR,04/06/2021,,W,48,110.0,102.0,8.0,74.4,1.32,20.4,32.6,69.0,53.5,22.0,60.8,62.0,99.50,57.1
671,ATL vs. NOP,04/06/2021,,W,48,123,44,88,50.0,20,31,64.5,15,22,68.2,10,32,42,24,11,7,6,23,16,GSW vs. MIL,04/06/2021,,W,48,120.8,119.8,1.0,60.9,2.55,19.4,29.4,76.7,51.1,10.9,55.7,58.9,101.00,48.8
672,DET @ OKC,04/05/2021,,W,48,132,49,95,51.6,13,28,46.4,21,24,87.5,13,37,50,32,14,10,7,20,24,WAS @ TOR,04/05/2021,,L,48,99.0,100.0,-1.0,56.8,1.17,14.8,32.8,82.7,56.4,17.6,45.7,49.5,102.50,45.9
673,UTA @ DAL,04/05/2021,,L,48,103,37,88,42.0,12,44,27.3,17,22,77.3,14,34,48,20,9,3,4,18,-8,BKN vs. NYK,04/05/2021,,W,48,115.2,112.0,3.2,64.3,2.70,19.0,30.2,78.7,53.0,10.1,51.1,55.1,99.50,53.2
674,NYK @ BKN,04/05/2021,,L,48,112,40,86,46.5,14,29,48.3,18,22,81.8,5,36,41,24,12,7,4,25,-2,DET @ OKC,04/05/2021,,W,48,123.4,100.9,22.4,65.3,2.29,20.8,31.9,70.7,53.3,13.1,58.4,62.5,107.00,63.7
675,PHX @ HOU,04/05/2021,,W,48,133,44,86,51.2,18,37,48.6,27,31,87.1,6,31,37,29,11,11,3,22,3,NYK @ BKN,04/05/2021,,L,48,112.0,115.2,-3.2,60.0,2.00,17.9,21.3,69.8,47.0,12.0,54.7,58.5,99.50,46.8
676,SAC @ MIN,04/05/2021,,L,48,106,39,88,44.3,9,36,25.0,19,24,79.2,10,32,42,27,15,9,8,19,-10,PHX @ HOU,04/05/2021,,W,48,126.7,123.8,2.9,65.9,2.64,20.4,20.5,82.5,50.0,10.5,61.6,66.7,105.00,52.7
677,BKN vs. NYK,04/05/2021,,W,48,114,42,92,45.7,10,32,31.3,20,26,76.9,11,34,45,27,10,6,6,14,2,HOU vs. PHX,04/05/2021,,L,48,123.8,126.7,-2.9,65.1,1.56,20.0,17.5,79.5,50.0,17.1,65.2,69.5,105.00,47.3
678,TOR vs. WAS,04/05/2021,,W,48,103,44,94,46.8,7,33,21.2,8,11,72.7,6,39,45,22,13,11,9,20,2,SAC @ MIN,04/05/2021,,L,48,103.9,112.6,-8.7,69.2,1.80,19.3,23.5,63.6,44.3,14.7,49.4,53.8,102.50,47.4
679,CLE @ SAS,04/05/2021,,W,48,125,45,86,52.3,12,34,35.3,23,27,85.2,7,40,47,29,9,5,4,24,24,DAL vs. UTA,04/05/2021,,W,48,122.0,115.7,6.2,53.7,2.20,17.2,29.4,67.9,49.0,11.0,57.7,58.7,90.00,52.5
680,WAS @ TOR,04/05/2021,,L,48,101,37,94,39.4,12,35,34.3,15,18,83.3,15,39,54,21,18,7,5,18,-2,TOR vs. WAS,04/05/2021,,W,48,100.0,99.0,1.0,50.0,1.69,16.4,17.3,67.2,43.6,12.6,50.5,52.1,102.50,54.1
681,HOU vs. PHX,04/05/2021,,L,48,130,43,79,54.4,17,33,51.5,27,33,81.8,5,33,38,28,18,6,3,25,-3,UTA @ DAL,04/05/2021,,L,48,115.7,122.0,-6.2,54.1,2.22,15.9,32.1,70.6,51.0,10.1,48.9,52.7,90.00,47.5
682,DAL vs. UTA,04/05/2021,,W,48,111,41,91,45.1,23,49,46.9,6,8,75.0,10,34,44,22,10,2,2,18,8,SAS vs. CLE,04/05/2021,,L,48,102.0,127.6,-25.5,62.9,2.20,16.8,21.6,79.1,47.9,10.1,45.2,52.0,98.50,37.7
683,OKC vs. DET,04/05/2021,,L,48,108,41,97,42.3,5,27,18.5,21,25,84.0,13,29,42,17,15,10,6,20,-24,OKC vs. DET,04/05/2021,,L,48,100.9,123.4,-22.4,41.5,1.13,12.1,29.3,68.1,46.7,14.0,44.8,50.0,107.00,36.3
684,SAS vs. CLE,04/05/2021,,L,48,101,35,83,42.2,5,26,19.2,26,32,81.3,8,30,38,22,10,4,3,22,-24,CLE @ SAS,04/05/2021,,W,48,127.6,102.0,25.5,64.4,3.22,21.3,20.9,78.4,52.1,9.2,59.3,63.9,98.50,62.3
685,MIN vs. SAC,04/05/2021,,W,48,116,38,91,41.8,12,32,37.5,28,33,84.8,15,36,51,22,14,10,4,16,10,MIN vs. SAC,04/05/2021,,W,48,112.6,103.9,8.7,57.9,1.57,15.2,36.4,76.5,55.7,13.6,48.4,55.0,102.50,52.6
686,PHI vs. MEM,04/04/2021,,L,48,100,37,89,41.6,8,34,23.5,18,28,64.3,16,34,50,23,11,4,6,19,-16,ATL vs. GSW,04/04/2021,,W,48,110.4,104.7,5.7,54.3,1.27,13.9,23.5,78.8,51.5,14.2,50.6,58.0,106.00,51.8
687,MEM @ PHI,04/04/2021,,W,48,116,44,89,49.4,16,38,42.1,12,15,80.0,10,39,49,30,12,6,10,23,16,ORL @ DEN,04/04/2021,,L,48,113.5,124.0,-10.4,64.3,2.25,20.1,24.0,58.0,41.0,12.5,54.5,56.5,96.00,43.3
688,DEN vs. ORL,04/04/2021,,W,48,119,43,88,48.9,9,29,31.0,24,31,77.4,19,35,54,27,15,6,5,14,10,CHI vs. BKN,04/04/2021,,W,48,121.1,112.6,8.4,67.4,3.22,22.1,17.9,83.3,54.0,9.5,60.3,63.0,95.00,54.7
